Name	Age	Nationality	Club	Value	Wage
R. Hirosue	19.0	Japan	FC Tokyo	230000.0	1000.0
L. Croll	23.0	England	Exeter City	140000.0	2000.0
T. Baack	19.0	Germany	VfL Bochum 1848	250000.0	1000.0
K. Bucker	22.0	Netherlands	Heracles Almelo	160000.0	1000.0
M. Miljevic	17.0	United States		230000.0	1000.0
	20.0	Denmark	Esbjerg fB	230000.0	1000.0
A. Bakayoko	20.0	France	FC St. Gallen	500000.0	4000.0
W. Tchuameni	21.0	Cameroon	SønderjyskE	230000.0	2000.0
D. İncedere	21.0	Turkey	Galatasaray SK	250000.0	5000.0
S. Kjellevold	23.0	Norway	Stabæk Fotball	130000.0	1000.0
J. Þorsteinsson	19.0	Iceland	Vendsyssel FF	270000.0	4000.0
M. Worthington	20.0	England	Forest Green Rovers	230000.0	
J. Tratt	23.0	Australia	Sydney FC	150000.0	1000.0
J. Kelly	28.0	Republic of Ireland	Bray Wanderers	130000.0	1000.0
L. Grill	19.0	Germany	1. FC Kaiserslautern	230000.0	1000.0
D. Lyon	23.0	Scotland	Peterborough United		1000.0
F. Pizzicanella	22.0	Argentina	Atlético Tucumán	140000.0	1000.0
J. Pantemis	21.0	Canada	Montreal Impact	160000.0	1000.0
R. Wilmots	21.0	Belgium	Carpi	200000.0	1000.0
E. Boyle	21.0		Shamrock Rovers	200000.0	1000.0
M. Sprang	17.0	Germany	FSV Zwickau	120000.0	1000.0
R. Acquah	21.0	Ghana	LASK Linz	170000.0	1000.0
M. Wada	21.0	Japan	Yokohama F. Marinos	200000.0	1000.0
A. Canessa	18.0	Italy	Livorno	260000.0	1000.0
R. Cagnon	21.0		Olympique de Marseille	200000.0	3000.0
M. Roerslev	19.0	Denmark	FC København	240000.0	1000.0
A. Azeez	24.0	England	Cambridge United	170000.0	2000.0
M. Holzer	19.0	Austria	TSV Hartberg	210000.0	1000.0
L. Travis	20.0	England	Blackburn Rovers		4000.0
Mario Sánchez	22.0	Spain	Cádiz CF	160000.0	1000.0
Valery	18.0	Spain	Girona FC	260000.0	2000.0
R. Al Ghamdi	24.0	Saudi Arabia	Al Batin	180000.0	2000.0
C. Gutiérrez	19.0	Mexico	U.N.A.M.	1000000.0	
D. Webster	28.0	Republic of Ireland	St. Patrick's Athletic	120000.0	1000.0
Kim Hyo Gi	31.0	Korea Republic	Gyeongnam FC	110000.0	1000.0
J. Inamoto	38.0	Japan	Hokkaido Consadole Sapporo	20000.0	1000.0
J. McDonnell	24.0	England	AFC Wimbledon	140000.0	1000.0
W. Ali	19.0	Denmark	Aalborg BK	280000.0	1000.0
A. Jakobsen	19.0	Denmark	Vejle Boldklub		1000.0
L. Bonilla	20.0	Colombia	Patriotas Boyacá FC	190000.0	1000.0
T. Duman	20.0		Fortuna Düsseldorf	230000.0	3000.0
M. Woud	19.0	New Zealand	Willem II	230000.0	1000.0
J. Löwe	19.0	Germany	SG Dynamo Dresden	270000.0	1000.0
B. Rivas	21.0	Colombia	Atlético Huila	280000.0	1000.0
S. Cartwright	17.0	England	Peterborough United	170000.0	1000.0
A. Ademoglu	20.0	Belgium	Bursaspor	280000.0	2000.0
Y. Oyanedel	17.0	Chile	Universidad Católica	220000.0	1000.0
Lim Eun Soo	22.0	Korea Republic	Incheon United FC	180000.0	1000.0
R. van Doorn	19.0	Netherlands	De Graafschap	160000.0	1000.0
J. Harris	31.0	England	Tranmere Rovers	110000.0	2000.0
José Uche	18.0	Spain	SD Huesca	180000.0	1000.0
M. Arturia	20.0	Argentina	Club Atlético Talleres	200000.0	2000.0
K. Goba	30.0	France	La Berrichonne de Châteauroux	120000.0	1000.0
E. Bansen	20.0	Germany	SV Zulte-Waregem	170000.0	1000.0
J. Lunney	20.0	Republic of Ireland	Waterford FC	240000.0	1000.0
M. Cooper	18.0	England	Plymouth Argyle	210000.0	1000.0
J. Orellana	21.0	Argentina	San Martin de Tucumán	180000.0	1000.0
B. Kavlak	21.0	Turkey	Yeni Malatyaspor	190000.0	2000.0
G. Abregú	20.0		San Martin de Tucumán	180000.0	1000.0
J. Doona	20.0	Republic of Ireland	St. Patrick's Athletic	230000.0	1000.0
R. Blumberg		Australia	Charlton Athletic	250000.0	1000.0
M. Panos	21.0	France	AS Saint-Étienne	150000.0	3000.0
C. Coleman	21.0	Republic of Ireland	St. Patrick's Athletic	200000.0	
M. O'Riley		England	Fulham	250000.0	3000.0
A. Gafaiti	23.0		Yeovil Town	160000.0	1000.0
P. Edwards	32.0	England	Bury		2000.0
G. Lapslie	20.0	England	Charlton Athletic	240000.0	1000.0
M. Gonzalez	20.0	Chile	CD Everton de Viña del Mar	170000.0	1000.0
L. Ingolotti	18.0	Argentina	Club Atlético Aldosivi	240000.0	
G. Pozos	25.0	Mexico	Club León	120000.0	3000.0
A. Aliev	21.0	Russia	Dalkurd FF	180000.0	1000.0
M. Bauer	18.0	Germany	SpVgg Greuther Fürth	5500000.0	1000.0
B. Sielewski	33.0	Poland	Wisła Płock	50000.0	1000.0
A. Talal	22.0	Morocco	US Orléans Loiret Football	180000.0	1000.0
		Germany	SC Freiburg	180000.0	2000.0
G. Kilama	19.0	Cameroon	Chamois Niortais Football Club		1000.0
J. Debayo	21.0	Nigeria	Cheltenham Town	160000.0	1000.0
B. Chapman	19.0	England	Gillingham	190000.0	1000.0
V. Gendrey	18.0	France	Amiens SC	180000.0	1000.0
Li Shenglong	25.0	China PR	Shanghai SIPG FC	160000.0	
M. Schlegel	21.0		FC Carl Zeiss Jena	210000.0	1000.0
S. Quigley	25.0	England	Port Vale	160000.0	2000.0
	20.0	Germany	Eintracht Braunschweig	170000.0	1000.0
M. Leahy		Republic of Ireland	St. Patrick's Athletic	110000.0	1000.0
S. Solli	20.0	Norway	Ranheim Fotball	190000.0	1000.0
M. Firlej	21.0	Poland	Korona Kielce	180000.0	1000.0
H. Bos	25.0	Netherlands	FC Emmen	150000.0	1000.0
J. Bird	20.0	England	Barnsley	190000.0	1000.0
	20.0	Georgia	Korona Kielce	180000.0	1000.0
K. Kirihata	31.0	Japan	Kashiwa Reysol	80000.0	1000.0
A. Penny	21.0	Wales	Hamilton Academical FC	200000.0	1000.0
J. von Moos	17.0	Switzerland	FC Basel 1893	280000.0	2000.0
G. Boylan	22.0	Republic of Ireland	Sligo Rovers	160000.0	1000.0
I. Chicco	22.0	Argentina	Club Atlético Colón	160000.0	1000.0
H. Arslan	29.0	Turkey	BB Erzurumspor	825000.0	2000.0
A. Nalic		Sweden	Malmö FF	250000.0	1000.0
D. Rodríguez	20.0	Mexico	U.N.A.M.	5500000.0	2000.0
S. Karweina	19.0	Germany	VfL Sportfreunde Lotte	210000.0	1000.0
Fabio	22.0	Brazil	Örebro SK	500000.0	
M. Harness	22.0	England	Burton Albion	170000.0	1000.0
C. Rzonca	21.0	England	Zagłębie Sosnowiec	180000.0	1000.0
A. Manzur	17.0	Argentina	Godoy Cruz	250000.0	1000.0
S. Bone	19.0	England	Shamrock Rovers	250000.0	1000.0
T. Sopacua	18.0	Netherlands	FC Groningen	170000.0	1000.0
H. Takimoto		Japan		160000.0	1000.0
Geng Xiaofeng	30.0		Hebei China Fortune FC	80000.0	2000.0
M. Soldo	21.0	Austria		180000.0	1000.0
K. Petratos	20.0	Australia	Newcastle Jets	210000.0	1000.0
N. Giménez	21.0	Argentina	Rosario Central		2000.0
Wang Xiaole	21.0	China PR	Beijing Sinobo Guoan FC	200000.0	2000.0
L. Schaffran	19.0	Germany	SpVgg Greuther Fürth	170000.0	1000.0
A. Fox	25.0	England	Grimsby Town	130000.0	2000.0
R. Cooney	18.0	England	Bury	170000.0	1000.0
N. Samayoa	22.0	Guatemala	New England Revolution	170000.0	1000.0
A. Soukouna	28.0	France	AS Béziers	130000.0	1000.0
I. Bolaño		Argentina	Club Atlético Tigre	280000.0	2000.0
K. Ogawa	20.0	Japan		650000.0	1000.0
K. Fegrouche		Morocco	IK Sirius	20000.0	1000.0
Lee Ho Seok	27.0	Korea Republic	Sangju Sangmu FC	140000.0	1000.0
H. Balic	22.0	Bosnia Herzegovina	SKN St. Pölten	170000.0	2000.0
F. Lauenborg	21.0	Denmark	Randers FC	190000.0	1000.0
K. Saka	23.0	Japan	Shonan Bellmare	150000.0	1000.0
K. Buckley	26.0	Republic of Ireland	Bohemian FC	130000.0	1000.0
L. Scott	21.0	Australia	Western Sydney Wanderers	210000.0	1000.0
A. Torres	22.0	Mexico	Guadalajara	170000.0	3000.0
S. McMann	21.0	Scotland	Hamilton Academical FC	170000.0	1000.0
A. Rosteghin	18.0	Italy	Cittadella	210000.0	1000.0
A. Wheeler-Omiunu	23.0	United States	Atlanta United	170000.0	
N. Awuku	18.0	Germany		260000.0	1000.0
B. García	20.0	Mexico	Club Tijuana	525000.0	2000.0
D. Riccardi	22.0	Italy	Lecce	190000.0	1000.0
M. Meli	18.0	Italy	Fiorentina	260000.0	4000.0
D. Petersson	23.0	Sweden	Trelleborgs FF	120000.0	1000.0
E. Pauchet	21.0	France	Chamois Niortais Football Club	150000.0	1000.0
S. Farelli	35.0	Italy	Pescara	30000.0	1000.0
E. Gründemann	19.0	Germany	FC Hansa Rostock	230000.0	1000.0
M. Ludwig	19.0	Germany	Hallescher FC		1000.0
E. Pletinckx	17.0	Belgium	SV Zulte-Waregem	230000.0	1000.0
A. Elyounoussi	19.0	Norway		270000.0	1000.0
M. Simakan	18.0			180000.0	1000.0
G. Kyrnats	20.0	Russia	PFC CSKA Moscow	160000.0	1000.0
S. Hiramatsu		Japan	V-Varen Nagasaki	160000.0	1000.0
N. Gómez	21.0	Argentina	Rosario Central	400000.0	2000.0
N. Ralph	25.0	England	Dundee FC	140000.0	1000.0
J. Italiano	16.0	Australia	Perth Glory	280000.0	1000.0
A. Ceesay	24.0	Gambia	FC Zürich	170000.0	2000.0
M. Awaji	23.0	Saudi Arabia	Al Shabab	130000.0	3000.0
N. Baeza	21.0	Chile	CD Huachipato	150000.0	
C. Ross	24.0	Chile	Unión Española	150000.0	1000.0
Yuan Mincheng	22.0	China PR	Chongqing Dangdai Lifan FC SWM Team	160000.0	1000.0
C. Baldovino	21.0	Colombia	Alianza Petrolera	230000.0	1000.0
M. Rudakov	22.0	Russia	HJK Helsinki	180000.0	1000.0
Han Rongze		China PR	Shandong Luneng TaiShan FC		2000.0
J. Sbarra	19.0		Burton Albion	270000.0	1000.0
F. Marín	20.0		Club Atlético Huracán	180000.0	2000.0
J. Romero	17.0	Argentina	Atlético Tucumán	280000.0	1000.0
R. Borkała	19.0	Poland	Piast Gliwice	270000.0	1000.0
P. Magnon	22.0	France	Stade Brestois 29	180000.0	1000.0
Marcos Lavín	21.0	Spain	Córdoba CF	170000.0	1000.0
C. Quenum	25.0	France	Valenciennes FC	140000.0	1000.0
Y. Akiyama	23.0	Japan	Nagoya Grampus	150000.0	
S. Parlati	21.0	Italy	Ascoli	230000.0	1000.0
A. Appiah	17.0	England	Nottingham Forest	280000.0	4000.0
L. Klemenz	22.0	Poland	Jagiellonia Białystok	170000.0	1000.0
P. Tomczyk	20.0	Poland	Lech Poznań	180000.0	1000.0
A. Oteh	19.0	England	Queens Park Rangers	280000.0	1000.0
K. Hattanda	28.0	Japan	Nagoya Grampus	130000.0	1000.0
M. Bayo	20.0	France	Clermont Foot 63	200000.0	1000.0
H. Hyseni	25.0	Germany	 SSV Jahn Regensburg	160000.0	2000.0
N. D'Agostino	20.0	Australia	Brisbane Roar	210000.0	1000.0
M. Jeahze	21.0	Sweden	IF Brommapojkarna	150000.0	1000.0
N. Gallardo		Argentina	River Plate	220000.0	2000.0
C. Trejo	18.0	Mexico	Club Atlas	260000.0	2000.0
S. High	17.0	England	Huddersfield Town	250000.0	3000.0
L. Maniero	19.0	Italy	Cittadella	300000.0	1000.0
M. Obiero	17.0	England	Huddersfield Town	250000.0	3000.0
C. Maycock	20.0	England	Macclesfield Town	180000.0	1000.0
T. Attis	18.0	Argentina	Belgrano de Córdoba	260000.0	1000.0
A. Tecpanécatl	20.0		Puebla FC	210000.0	1000.0
M. Talbi	20.0	France	Çaykur Rizespor	250000.0	1000.0
E. Herrera	19.0		Independiente Santa Fe	900000.0	1000.0
J. Veyna	23.0	Mexico	Club Necaxa	140000.0	2000.0
M. Reinthaler	23.0	Italy	FC Hansa Rostock	170000.0	1000.0
R. Benz			KFC Uerdingen 05	140000.0	1000.0
R. Fitzsimons	24.0	England	Notts County	130000.0	2000.0
L. Desmond	23.0	Republic of Ireland	St. Patrick's Athletic	150000.0	1000.0
N. Strunck	18.0	Denmark	FC Nordsjælland	230000.0	1000.0
	20.0	United States	LA Galaxy	200000.0	1000.0
M. Sevimler	19.0	Turkey	Alanyaspor	280000.0	1000.0
D. Becker	20.0		Rosario Central	200000.0	2000.0
Kim Jung Ho		Korea Republic	Incheon United FC	150000.0	1000.0
B. Barclay	21.0	England	Brighton & Hove Albion	180000.0	4000.0
H. Marcelin	18.0		AJ Auxerre	240000.0	1000.0
M. Jørgensen	17.0	Denmark	Odense Boldklub	8500000.0	1000.0
M. Beeney	22.0	England	Sligo Rovers	140000.0	1000.0
R. Alm	22.0	Sweden	IF Brommapojkarna	170000.0	1000.0
A. Bakir	17.0	Germany	Borussia Dortmund	250000.0	3000.0
M. Bassouamina	20.0	France	AS Nancy Lorraine	220000.0	1000.0
Maikel	28.0	Spain	IF Brommapojkarna	130000.0	1000.0
J. Urzúa	18.0	Chile	CD Huachipato	260000.0	1000.0
B. Wiles	19.0	England	Rotherham United	240000.0	2000.0
Park Ji Soo	24.0	Korea Republic	Gyeongnam FC	160000.0	1000.0
D. Liszka	18.0		Górnik Zabrze	190000.0	1000.0
M. Kumbulla	18.0	Albania		240000.0	1000.0
Cao Ziheng	23.0	China PR		180000.0	2000.0
Zhang Huachen	20.0	China PR	Shanghai SIPG FC	160000.0	2000.0
C. Okoroji	21.0	England	SC Freiburg	170000.0	
S. Wamangituka		Congo	Paris FC	260000.0	1000.0
R. Way		Australia	Wellington Phoenix	100000.0	1000.0
Y. Takeoka	32.0	Japan	Kawasaki Frontale	70000.0	1000.0
P. Marie	23.0	France	San Jose Earthquakes	140000.0	1000.0
M. Trovato	20.0	Italy	Cosenza		1000.0
Y. Urra	21.0	Chile	CD Huachipato	160000.0	1000.0
A. Beestin	20.0	England	Doncaster Rovers	190000.0	1000.0
S. Kowalczyk	19.0	Poland	Pogoń Szczecin	240000.0	1000.0
Zhang Xiuwei	22.0	China PR	Tianjin Quanjian FC	150000.0	2000.0
Martín	18.0	Spain	Rayo Vallecano	7500000.0	1000.0
S. Sessegnon	18.0	England	Fulham	230000.0	3000.0
Javi Rubio	19.0	Spain	Rayo Vallecano	220000.0	1000.0
K. Lebon	20.0	France	Paris FC	190000.0	1000.0
C. Pring	20.0	England	Newport County		
N. Ennis	19.0	England	Wolverhampton Wanderers		4000.0
J. Krahl	18.0	Germany	RB Leipzig	210000.0	1000.0
H. Al Qahtani	23.0	Saudi Arabia	Al Faisaly	180000.0	3000.0
J. Hardy	19.0	England	Brentford	280000.0	3000.0
S. Córdova	21.0	Mexico	Club Necaxa	1300000.0	5000.0
Q. Roberts	23.0	Canada	Los Angeles FC	130000.0	1000.0
J. Soñora	21.0	United States	Club Atlético Talleres	230000.0	3000.0
A. Al Aryani	22.0	Saudi Arabia	Al Ittihad	220000.0	4000.0
S. Milewski	20.0	Poland	Zagłębie Sosnowiec	170000.0	1000.0
A. Ba Masoud	22.0	Saudi Arabia	Al Fayha	170000.0	2000.0
B. Verbong	18.0	Netherlands	VVV-Venlo	160000.0	1000.0
Ryang Yong Gi	36.0	Korea DPR	Vegalta Sendai	50000.0	1000.0
S. Micolta	18.0	Ecuador	Unión La Calera	260000.0	1000.0
C. Huanca	17.0	Chile	Deportes Iquique		1000.0
D. Grootenhuis	21.0	Netherlands	FC Emmen		1000.0
T. Righetti	20.0	Switzerland	FC Thun	190000.0	1000.0
Zhang Chong	30.0	China PR		80000.0	1000.0
	26.0	Republic of Ireland	St. Patrick's Athletic	160000.0	1000.0
P. Camará	21.0	Guinea Bissau	Crawley Town	220000.0	1000.0
Y. Maeda	33.0	Japan	V-Varen Nagasaki	50000.0	1000.0
C. Galvin	22.0	Republic of Ireland	Waterford FC	200000.0	1000.0
G. Smith	24.0	England	Lincoln City	350000.0	2000.0
B. Stevenson	19.0	England	Gillingham	170000.0	
M. Yamada	23.0	Japan	FC Tokyo	160000.0	1000.0
J. Schau	19.0	Germany	FC Carl Zeiss Jena	170000.0	1000.0
D. Kelly	22.0	Republic of Ireland	Bohemian FC	525000.0	1000.0
S. Guðjohnsen	20.0	Iceland	Spezia	210000.0	1000.0
W. Ebane	26.0	Gabon	FC Lorient	120000.0	1000.0
Cao Yongjing	21.0	China PR	Beijing Renhe FC	210000.0	2000.0
L. Kouagba		France	AS Béziers	140000.0	1000.0
T. Abraham	17.0	England	Fulham		4000.0
Pablo Cacharrón	21.0	Spain	CD Lugo	180000.0	1000.0
J. Rodríguez	25.0	Mexico	Puebla FC	69500000.0	1000.0
J. Doherty	22.0	Northern Ireland	Crawley Town	190000.0	1000.0
	21.0	Colombia	Atlético Huila	180000.0	1000.0
Du Changjie	20.0	China PR	Henan Jianye FC	180000.0	2000.0
J. Christensen	17.0		FC Nordsjælland	250000.0	
J. Anthony	18.0	England		260000.0	4000.0
J. Boote	18.0	England	Bournemouth	230000.0	4000.0
T. Odusina	18.0	England	Norwich City	240000.0	2000.0
M. Pattier	22.0	France	FC Lorient	140000.0	1000.0
J. Cobián	19.0	Mexico	Club Necaxa	190000.0	1000.0
	20.0	China PR	Hebei China Fortune FC	180000.0	
D. Sugioka	19.0	Japan	Shonan Bellmare	190000.0	1000.0
C. Månsson	37.0	Sweden	Kristiansund BK	10000.0	1000.0
D. Villa	20.0	Mexico	Club Atlas	190000.0	2000.0
	21.0	Republic of Ireland	Cork City	220000.0	1000.0
A. Álvarez	19.0	Colombia	América de Cali	190000.0	1000.0
A. Estupiñán	23.0	Colombia	Deportivo Pasto	170000.0	1000.0
T. Al Kaabi	26.0	Saudi Arabia	Al Hazem	130000.0	2000.0
H. Rodgers	21.0	England	Accrington Stanley	150000.0	
S. Shome	20.0	Canada	Montreal Impact	190000.0	1000.0
T. Matsumoto	19.0	Japan	Sanfrecce Hiroshima	270000.0	1000.0
M. İnan	18.0	Turkey	Antalyaspor	260000.0	1000.0
	21.0	England	Oxford United	220000.0	1000.0
J. Brinch	23.0	Denmark	Esbjerg fB	160000.0	1000.0
J. Osei-Tutu	19.0	England	Arsenal	240000.0	4000.0
Y. Emghames	20.0	Germany	Hannover 96	250000.0	3000.0
A. Björnström	22.0	Sweden	IK Sirius	160000.0	1000.0
M. Donohue	20.0	England	Fleetwood Town	250000.0	1000.0
M. Al Mufarrij	21.0	Saudi Arabia	Al Taawoun	220000.0	3000.0
D. Cornell	27.0	Wales	Northampton Town	110000.0	2000.0
T. Baller	19.0	Germany	Hannover 96	270000.0	2000.0
Park Kwang Il			Jeonnam Dragons	130000.0	1000.0
Javi López	17.0	Spain		3700000.0	1000.0
M. Heča	27.0	Czech Republic	Sparta Praha	100000.0	1000.0
Y. Al Bakr	20.0	Saudi Arabia	Al Faisaly	220000.0	2000.0
A. Sebald	21.0	Germany	FC Hansa Rostock	150000.0	1000.0
A. Gomez Mancini	17.0	France	Angers SCO	250000.0	2000.0
S. Santoro	18.0	Italy	Palermo	260000.0	1000.0
A. Ba	20.0	France	Southend United	3900000.0	1000.0
Gui Hong	23.0	China PR	Hebei China Fortune FC	180000.0	2000.0
R. Lowry	24.0	Australia	Wellington Phoenix	130000.0	1000.0
	19.0	Russia	Lokomotiv Moscow	210000.0	1000.0
F. Ourega	25.0	France	Paris FC	150000.0	1000.0
M. Salaba		Austria	SV Mattersburg	180000.0	1000.0
F. Maddaloni	23.0	France	Chamois Niortais Football Club	130000.0	1000.0
A. Barnes	21.0	England	Colchester United	8000000.0	2000.0
R. Emanuelsson		Sweden	IF Brommapojkarna	120000.0	1000.0
T. Robinson	20.0	England		375000.0	1000.0
	19.0	England	Bradford City	190000.0	3000.0
H. Evjen	18.0	Norway	FK Bodø/Glimt	210000.0	1000.0
E. Aiwu	17.0	Austria	FC Admira Wacker Mödling	230000.0	1000.0
M. Lund	21.0		Doncaster Rovers	650000.0	1000.0
E. Kaja	20.0	Albania	Livingston FC	200000.0	1000.0
A. Curry	21.0	England	Hull City	250000.0	3000.0
P. Sokołowski	23.0	Poland	Piast Gliwice	150000.0	1000.0
A. Kaltoft	20.0	Denmark	Vendsyssel FF	200000.0	1000.0
E. Linthorst	18.0	Netherlands	VVV-Venlo	210000.0	
B. Lekström	37.0	Sweden	Hammarby IF	10000.0	1000.0
L. Schneider	18.0	Germany	FC Energie Cottbus	240000.0	1000.0
D. Ogawa	26.0	Japan	Júbilo Iwata	140000.0	1000.0
F. Quiroz	20.0	Chile	Club Deportes Temuco	400000.0	1000.0
S. Steijn	16.0	Netherlands	VVV-Venlo	250000.0	1000.0
L. Ketterer	24.0	United States	Columbus Crew SC	120000.0	1000.0
A. Nilsson	24.0	Sweden	Trelleborgs FF	260000.0	1000.0
L. Perrin	19.0	France	Olympique de Marseille	8500000.0	2000.0
C. Coll	26.0	Republic of Ireland	Derry City	120000.0	1000.0
C. Camacho	23.0	Mexico	Club Necaxa	170000.0	2000.0
S. Sørløkk	21.0	Norway	Ranheim Fotball	180000.0	1000.0
N. Awassi	20.0	Germany	VfL Sportfreunde Lotte	220000.0	1000.0
R. Hirakawa	18.0	Japan	FC Tokyo	260000.0	1000.0
C. Cooke	25.0	England	St. Mirren	325000.0	1000.0
P. van der Vlag	40.0	Netherlands	FC Emmen	10000.0	1000.0
T. Nijhuis	19.0	Netherlands	FC Utrecht	140000.0	1000.0
L. Bogdan	22.0	Croatia	Livorno	150000.0	1000.0
L. Wildin	20.0	Antigua & Barbuda	Stevenage	160000.0	1000.0
M. Lillebo	23.0	Norway	Ranheim Fotball	170000.0	1000.0
R. Kim	21.0	Russia	Pohang Steelers	160000.0	1000.0
M. Irigoyemborde	23.0	France	AS Béziers	170000.0	1000.0
T. Ominami	20.0	Japan	Júbilo Iwata	210000.0	1000.0
I. Angulo	19.0	Colombia	Envigado FC	240000.0	1000.0
G. Carvajal	18.0	Colombia	América de Cali	190000.0	1000.0
C. Akono	18.0	Germany	SC Preußen Münster	220000.0	1000.0
S. Pabón	22.0	Colombia	Junior FC	110000.0	1000.0
C. Donovan	22.0	United States	Houston Dynamo	180000.0	1000.0
Park Jung Ho		Korea Republic	Jeonbuk Hyundai Motors		1000.0
	18.0	Germany	Borussia Dortmund	220000.0	3000.0
M. Soumaré	20.0	France	La Berrichonne de Châteauroux	140000.0	
	21.0	Austria	FC Wacker Innsbruck	150000.0	1000.0
	21.0	England	Luton Town	120000.0	1000.0
S. Jiménez	20.0	Colombia	Envigado FC		1000.0
T. Nagura	20.0	Japan	V-Varen Nagasaki		1000.0
S. Seedorf	20.0	Netherlands	Bradford City	230000.0	1000.0
	18.0	Germany	RB Leipzig	150000.0	2000.0
N. Insfrán	23.0		Gimnasia y Esgrima La Plata	110000.0	1000.0
J. Barjonas	19.0	Scotland	Bury	220000.0	3000.0
L. Ntumba	17.0	France	Dijon FCO	190000.0	1000.0
K. O'Connell	18.0	England	Bournemouth		4000.0
M. Bird	17.0	England	Derby County	220000.0	3000.0
B. Tozer	28.0	England	Cheltenham Town	80000.0	2000.0
M. Tokida	20.0	Japan	Vegalta Sendai	130000.0	1000.0
V. Vanbaleghem	21.0	France	La Berrichonne de Châteauroux	130000.0	1000.0
H. Hawsawi	20.0	Saudi Arabia	Al Faisaly	180000.0	2000.0
B. Bashir	20.0	Saudi Arabia	Al Faisaly	140000.0	2000.0
G. Volpe	22.0	Italy	US Cremonese	110000.0	1000.0
C. Manicone	20.0	Italy	FC Lugano	230000.0	1000.0
M. Herrera	30.0	Colombia	La Equidad	700000.0	1000.0
J. Caballero	20.0	Colombia	Atlético Bucaramanga	190000.0	1000.0
Kim Min Jun	25.0	Korea Republic	Jeonnam Dragons	130000.0	1000.0
S. Seddon	20.0	England	Stevenage	200000.0	3000.0
M. Al Mutairi	19.0	Saudi Arabia	Al Hazem	220000.0	1000.0
M. Platt	20.0		Accrington Stanley	130000.0	4000.0
E. Botheim	18.0	Norway	Rosenborg BK	220000.0	1000.0
J. Quiñones	20.0	Colombia	Atlético Bucaramanga	3900000.0	1000.0
Wang Guoming	28.0	China PR	Henan Jianye FC	80000.0	2000.0
A. Kabashi	21.0	Sweden	IF Elfsborg	150000.0	1000.0
J. Chávez	21.0	Mexico	Tiburones Rojos de Veracruz	170000.0	1000.0
C. Weale	36.0	England	Exeter City	10000.0	1000.0
H. Abdelli	18.0	France	Le Havre AC	170000.0	1000.0
T. Golden	18.0	England	Wigan Athletic	160000.0	3000.0
F. Godoy		Argentina	Unión de Santa Fe	725000.0	1000.0
D. Tejeda	20.0	Mexico		170000.0	1000.0
M. Jay	22.0	England	Exeter City	140000.0	2000.0
S. Woods	19.0	England	Crystal Palace	200000.0	3000.0
D. Diani	20.0	France	Grasshopper Club Zürich	150000.0	1000.0
O. Atilgan	18.0	Germany	SG Dynamo Dresden	220000.0	2000.0
M. Al Rubaie	20.0	Saudi Arabia	Al Batin	190000.0	2000.0
C. Fox	19.0	England	Wycombe Wanderers	200000.0	1000.0
B. Vera	19.0	Colombia	Itagüí Leones FC	200000.0	1000.0
L. Maloney	18.0	Germany	1. FC Union Berlin	190000.0	2000.0
J. Pask	20.0	England	West Ham United		6000.0
A. Errico	19.0	Italy	Frosinone	200000.0	1000.0
T. Moschión	18.0	Argentina	Club Atlético Colón	190000.0	1000.0
Y. Al Shammari	20.0	Saudi Arabia	Al Batin	190000.0	2000.0
F. Sollacaro	24.0	France	AC Ajaccio	110000.0	1000.0
O. Mbaizo	20.0	Cameroon	Philadelphia Union	160000.0	1000.0
O. Patiño	21.0	Colombia	Rionegro Águilas	140000.0	1000.0
J. Arboleda	23.0		Boyacá Chicó FC	700000.0	1000.0
Wang Yaopeng	23.0	China PR	Dalian YiFang FC	110000.0	1000.0
O. Shannon	22.0	England	Atlanta United	160000.0	1000.0
B. Tollitt	23.0	England	Tranmere Rovers	140000.0	2000.0
L. Kunga	19.0	United States	Atlanta United	220000.0	1000.0
E. Bird	25.0	United States	Houston Dynamo	140000.0	1000.0
M. Zach	18.0	Germany	Hallescher FC		1000.0
E. Masciangelo	21.0	Italy	FC Lugano	130000.0	1000.0
E. Mergen	18.0	Turkey	Alanyaspor	220000.0	1000.0
Y. Soma	21.0	Japan	Nagoya Grampus	150000.0	1000.0
	20.0	Germany	Hallescher FC	180000.0	1000.0
C. Kirk	20.0	England	Crewe Alexandra	230000.0	2000.0
J. Bursztyn	20.0	Poland	Pogoń Szczecin		1000.0
G. Poluzzi	30.0	Italy	SPAL	80000.0	2000.0
J. Sullivan	27.0	Republic of Ireland	Bray Wanderers	100000.0	1000.0
J. Scott		Scotland	Motherwell	210000.0	1000.0
O. Al Saleem		Saudi Arabia	Ettifaq FC	140000.0	3000.0
A. Wilson	18.0	England	Newcastle United	230000.0	3000.0
B. Kavanagh		Republic of Ireland	Shamrock Rovers	230000.0	1000.0
J. Vall	25.0	Sweden	IFK Norrköping	110000.0	1000.0
	19.0	Chile	CD Antofagasta	140000.0	1000.0
F. Brandhof	21.0	Denmark	FC Midtjylland	150000.0	2000.0
K. Twardek	21.0	Canada	Sligo Rovers	160000.0	1000.0
O. Ottesen	19.0	Denmark	FC Midtjylland	120000.0	1000.0
P. O'Conor	30.0	Republic of Ireland	Bray Wanderers	100000.0	1000.0
Y. Zabaleta		Colombia	Itagüí Leones FC	160000.0	1000.0
K. Stanek	18.0	Poland	Piast Gliwice	170000.0	1000.0
J. McKay	21.0	Scotland	Cardiff City	160000.0	5000.0
